,FID US Stocks,FID US Equity,NEI US Equity RS,AIM US Companies,CIBC US Equity,Scotia US Equity,BMO US Equity,Sunlife US Growth,Mawer US Equity,S&P500,death,inIcuCumulative,positive
2020-04-24,0.015429011591499231,0.005540651471618752,0.015823297597181707,0.01664598242528137,0.015513246046497509,0.01619215326243051,0.015210157472638208,0.017724062341047064,0.01575879135805347,0.013918057304545428,0.04230909441811592,0.016474464579901094,0.035876330838681136
2020-04-27,0.009173912501905468,0.009705878948371716,0.010575029767648791,0.014573614600171148,0.012697898956770093,0.010222475166985712,0.01450426186634357,0.007186926097973334,0.014853442393897964,0.014714069804799612,0.024760942237425088,0.4469078179696615,0.02311201341908009
2020-04-28,-0.01317050526238328,-0.004082020798651831,-0.008036301942662138,-0.008813164001301499,-0.010727491416328894,-0.008392813488554918,-0.0019281138151217014,-0.020624862071290107,-0.009958218561042842,-0.005242380698498916,0.039411296134734375,0.020967741935483897,0.025441382578622163
2020-04-29,0.023676190882335302,-0.005362174298780276,0.00648349300454143,0.017609717699182514,0.017963213928776645,0.018732194311238404,0.02575417534246438,0.026238667452979092,0.017376400279247584,0.026583916282167053,0.04906576162323928,0.07767245918904697,0.025741345641404845
2020-04-30,-0.004209641937231279,-0.011458911825511064,-0.00803789618705375,-0.01095039962876776,-0.0048663102547712445,-0.00693342978786915,-0.013020133375454712,-0.0019758562434245563,-0.012459545843606645,-0.009212446303987654,0.0374480371523489,0.024187637429758047,0.028818584694314753
2020-05-01,-0.023428532097666266,-0.007025659736856538,-0.010959789225568395,-0.015431339603920957,-0.017603400402160796,-0.017421772242365074,-0.016750552061354784,-0.010334549289257589,-0.009741049527504875,-0.028059034078492195,0.030379237501257483,0.0257633587786259,0.030636090208750355
2020-05-04,0.012584987736541375,0.009289994783427513,0.006149297801492093,0.003787247780288716,0.0056873470964031725,0.005100941823453109,0.006177824556876432,0.011054026553544816,0.0023465718804185354,0.004249827591976452,0.01530532806028706,0.01710350955131057,0.019039924756725446
2020-05-05,0.014745844211723425,0.009222217936102117,0.008052472910971886,0.020199649396829278,0.007395662511277434,0.006986402658873958,0.00289641047382716,0.013357550405006746,0.010200976146071072,0.009040556385797371,0.038276924964345316,0.046953483293295406,0.018925909021755727
2020-05-06,0.0014653726947135848,-0.004012288852487167,-0.0005186711548719192,0.004608521472756255,0.002220509815753724,-0.00040707036839393584,0.002405505415630893,0.006019164463948901,0.0009858157267375045,-0.006979410390386298,0.028520788715752143,0.024405506883604433,0.02099653928721934
2020-05-07,0.0142602858290104,-0.0021611272174693053,-0.0002708999817648827,0.0018690007824051502,0.002873088820289915,0.0018604361111689283,0.0058237706046493365,0.005545754657632296,0.004054307883926578,0.011504630788313985,0.039232580848986176,0.05660761555691307,0.022121406124578025
2020-05-08,0.008547589642320386,0.00778008303101152,0.008006023967083609,0.007970539065873528,0.006498849941428908,0.011674744393925351,0.009611205695314373,-0.001019985322511352,0.004726325900934025,0.016871538638701944,0.024707052841034693,0.21295047215263052,0.02161879447281234
2020-05-13,-0.021474170710909513,-0.007759181118425218,-0.019878775805813875,-0.024059164499759755,-0.02467357052541541,-0.025871428722360257,-0.029792371926380845,-0.011847442659729368,-0.026212662639728768,-0.037476976926136385,0.02187250945616004,0.019438116932422256,0.01565370486561246
2020-05-14,0.013278135078115483,0.0005578968378527893,0.005283731551499082,0.005976329674713954,0.008202978201916178,0.007930206526693961,0.005504011473090209,0.00977088301016038,0.012137120417307745,0.01152482269503552,0.022852756938770424,0.01221510502011025,0.019225912362672126
2020-05-15,0.010453270473529397,0.005080076953200008,0.011004570749409082,0.012624172140333512,0.010097254038722525,0.008207928852519863,0.006787923937908058,0.010825039854432505,0.00231540456120638,0.0039263632504382695,0.018602343144848987,0.013980868285504044,0.01788545201120706
2020-05-19,0.011707400318316852,0.0012755986289627597,0.0007844585935690152,0.005302638149362826,0.004079107042016528,0.007170188839911162,0.012543921421549253,4.969272385890733e-05,0.003732865931743712,0.02068652136901883,0.015230989956958485,0.02165911664779152,0.0137015407283263
2020-05-20,0.01750480490520334,0.005139666496709161,0.011669254051232203,0.015206774111516497,0.013349704183973188,0.015431061136220503,0.013506487937955836,0.015378139998175167,0.011739338912004404,0.01665110025908012,0.015771265771265863,0.014133296383538774,0.013954484521172095
2020-05-21,-0.008685598847240295,-0.005143769981276636,-0.0018727621345627776,-0.003924339443975966,-0.006206285228557151,-0.004658794819350609,-0.006804881138757657,-0.006661211124719402,-0.003768844989356368,-0.007773596407737116,0.015370574420960015,0.014209591474245054,0.01722703416299054
2020-05-26,0.006604853692405932,0.002744423730102863,0.0010094523487897966,0.001886709777551232,0.0032067695806763385,0.003163504327307054,0.012155540919545293,-0.009751260924351302,0.005701233697914088,0.014671820554227555,0.007046859505875913,0.00662673633235622,0.010022387499061036
2020-05-27,0.005073073936846528,0.010155656606699814,0.009028126970272332,0.01644968001335312,0.011335531399331744,0.013290907846399413,0.015217253326029523,0.004516252653149255,0.013769812481132293,0.014827297215913804,0.014036999015315077,0.01468540321559697,0.011420659057654214
2020-05-29,0.017735540252805215,0.019783986033847567,0.005998520884556102,0.00871838784135881,0.0073984647825589,0.00361312848893669,-0.0027343748679926616,0.0176325718768644,0.012629461052002133,0.0026942772862115216,0.011944469945020852,0.015538290788013276,0.013714248560886322
2020-06-01,0.005129479372043999,-0.011286106493460846,-0.01297240391331167,-0.017070008620779342,-0.012200288619429456,-0.0110117548528329,-0.006786794418888298,-0.011475258319620263,-0.013795204097054814,0.003751234813537785,0.006707480428246759,0.004735969689793951,0.011180335024887578
2020-06-02,0.007953355726509681,0.0037850697689918444,0.004951109152957711,0.007474257710527343,0.0046733258956026535,0.004908827259752169,0.007381674790750914,-0.004921630529132748,-0.0039304680636130795,0.008210832780053412,0.00967878650489351,0.009427292010369959,0.010990472972898457
2020-06-03,0.0064321561334328425,0.011095244771014423,0.007673099163681529,0.011018964446656732,0.011326986226618985,0.01088866384057452,0.014832751517346532,0.0025545538036284565,0.014021157872514234,0.013648979133831007,0.009498150154723106,0.01447583469530711,0.011010234319671408
2020-06-04,-0.015469479267167796,-0.011726969846884483,-0.007367295177037825,-0.0019424411715611711,-0.005042499986233073,-0.0014986517850534842,0.0009915137855791567,-0.014578451641249712,-0.0081849547773295,-0.0033687022311144066,0.008528825884309699,0.011277330264672036,0.011078279777332556
2020-06-05,0.020472552073142136,0.007560098317591635,0.015809282174730654,0.016001808155859498,0.022248583024695012,0.020374308245092676,0.020952417361787434,0.012853533705826425,0.016574511821652038,0.026211650818398713,0.00797729539004366,0.008534365043240788,0.01231048314079164
2020-06-08,0.0011660756526101768,0.00526713967127912,0.0008111175287464079,-0.0015431113651446227,0.00011248525673002163,0.006136314820965216,0.001449590561692693,0.0020443380050025883,0.003327289779091913,0.012041579421169235,0.006322504163256193,0.006252093334822018,0.00874354237636421
2020-06-09,-0.0005188689078967634,-0.012909649537134693,-0.0034051793634826133,-0.006075157161873235,-0.003968649544696001,-0.004049620768747042,-0.004832582956895148,0.004750395795823037,-0.007388941369586899,-0.007799170822611612,0.008358342916444661,0.014312659491845015,0.008666731839043429
2020-06-10,0.007759895177892329,-0.006002473241289219,-0.001349380856153548,-0.0024126412091022287,-0.0014936463102888098,-0.008788963882633616,-0.006138763983398521,0.011697341360251023,-0.0026053923716156113,-0.0053130910724373814,0.0082705163509591,0.009188361408882129,0.01059152819823761
2020-06-11,-0.05241610249964568,-0.024772143998371576,-0.03178884650552827,-0.04358813203985734,-0.039545719288742065,-0.040933597691733326,-0.042902349993983124,-0.039907320524594336,-0.045676457413481586,-0.05894405927443824,0.008239459285484418,0.007695642748753562,0.011034349786277264
2020-06-12,0.013412412090740844,0.006143830821350171,0.006130129600536716,0.009216047023994811,0.01064570546572119,0.011471992004387976,0.011353886783786793,0.015122724787095976,0.013267203611563083,0.013060843963234703,0.006986437555294156,0.008174680004302548,0.011497957612703669
2020-06-15,0.009953334627265331,0.0038785961741225616,0.003309527442229676,0.005790973532682875,0.0054695814176359825,0.007051461097638212,0.0033214572267723508,0.009321522706387642,0.009301442649342073,0.008312217041285264,0.003436487783869069,0.005282062117050401,0.008751256709448763
2020-06-16,0.020117364857691555,0.011155972828913896,0.01889465628546838,0.01943197904503524,0.017569650585946617,0.017424260561765603,0.017389004763534333,0.017396478292706075,0.013854850101301164,0.01896239819380252,0.006491764579644732,0.007881462799495642,0.010873665767386242
2020-06-17,0.003683745411299011,0.0003355959178930057,-0.004090700004453662,-0.0008145644623051007,-0.0021453160065030286,-0.0025170740559601334,-0.005178290486780646,0.00026636081829600755,-0.004435212541104461,-0.0036002995561740248,0.00691186922530207,0.00781983109164841,0.011391552010722394
2020-06-18,0.003013448088445836,0.0005935979212996489,0.004145565814900554,0.001250106905443804,0.004980102130590192,0.0030947051343477305,0.0043846056146923384,0.004915232899279864,0.0014844661031176987,0.0005942198825281686,0.00599092978524407,0.007448789571694592,0.012555871861613666
2020-06-19,-0.007901727563572103,-0.01063996746372875,-0.00561452344458746,-0.0030399338029333256,-0.007657833686345317,-0.0057106156363542215,-0.00738267472517562,-0.0028238669191477106,-0.00933053565266806,-0.005649494809462974,0.005762298604593985,0.014273978229615958,0.0141937541415873
2020-06-22,0.01710517198425232,-0.001955351873414113,0.002025495360882257,0.0009801566568246045,0.0016180243295249586,0.0008460022360277097,0.0017344120196345347,0.012013782971929565,0.005315057871219331,0.006495095537691675,0.002491866823562061,0.005933226065969466,0.011821994278784276
2020-06-23,0.006298334818251705,-0.0005355304392047344,0.0050378076541990335,0.005058665181790101,0.007098079283580194,0.005977394653050805,0.006456344389416335,0.0011937835817095177,-0.00027507487981015544,0.004307419569164139,0.006283228612856462,0.007397780665800324,0.014572048992338882
2020-06-30,-0.009916794840641341,-0.006904309030288491,-0.005588828216627317,-0.004059038723916886,-0.008676740987090592,-0.00844963081518102,-0.008590165312964082,-0.0013210844791768928,0.005140492122108542,-0.009900073009295962,0.004871527052433766,0.012047049895655526,0.018257664748716484
2020-07-02,0.018089256394367093,0.013264347071519689,0.0067947953538698425,0.008694698603267659,0.010490213078565569,0.010256040600901795,0.007364592132460102,0.018171952134649505,0.010377138110935213,0.00958619043014175,0.005779056500818447,0.00846354166666674,0.02001091960255641
2020-07-06,0.015687219080068315,0.0009349974482431023,0.007922264254908828,0.010289838482653968,0.013845099718079679,0.01282718876286637,0.012998215553397863,0.012786544483792461,0.0070145969859707336,0.01588172586745884,0.0018979505392460183,0.004359673024523225,0.014192055266504466
2020-07-07,-0.004038536459343378,-0.002313780053712966,-0.0019754699583989233,-0.004052696239096654,-0.006677342455336244,-0.006314363587680227,-0.00822569560154629,-0.0035985560194389254,-0.005645369602095163,-0.010818532028197159,0.007366033317885767,0.01085187194791093,0.01744512454425129
2020-07-09,0.013355170101967406,-0.005787157806275811,0.0007887014202609954,0.00021415163426707906,0.003057789781991671,0.0014598655462350063,0.0019876759655832466,0.01566406791282371,0.0003112027005902629,0.0021396806437763427,0.006911370888856849,0.008139432009201197,0.019449456210156812
2020-07-10,-0.001237662511349602,0.0072160734564177265,0.007613277533113916,0.008190133286720913,0.008321142282471827,0.010878655312385632,0.015441253347480144,0.0037938004884987553,0.008769893539280371,0.01046620127324438,0.006696712957064532,0.01132075471698113,0.021677068911940767
2020-07-13,-0.019349608771341953,-0.00674014341134721,-0.006618105645500805,-0.012052632858167156,-0.009248924823099691,-0.008557593141206965,-0.006380745604663951,-0.025900310310149277,-0.009642209628646148,-0.009362541127788226,0.0025773801596564727,0.005993663841082242,0.017384320525691388
2020-07-14,0.014649954480917993,0.013528120400180033,0.013284770150720382,0.016982854774065803,0.012552749737968272,0.01421216097114164,0.013533281035247757,0.014162729177998434,0.017030794056556386,0.013406370782667931,0.005797871509165553,0.009192271682696429,0.017528027261168644
2020-07-15,0.006696767158100414,0.003341173722497537,0.0002895016826713892,0.004280472068526331,-0.0004628897694187728,0.0012637865641127455,0.0035565542763202895,-0.0013937660087458559,0.007598728704264257,0.009082050740923053,0.00671224362958367,0.012313401366281562,0.020386368885955353
2020-07-16,-0.007490995078225926,0.003518714994221961,0.002271519635680397,0.0013154924706197946,0.0008056705366947803,0.0013129542070287048,0.0009722064104820127,-0.006982875695927482,-0.003037635924594828,-0.0034061012455366413,0.0072539819730830235,0.0073315004582188426,0.020301915135903847
2020-07-17,0.010294005351706215,0.010800732864980178,0.004322071865044519,0.00783016307234985,0.0048491631945728475,0.0027923556289639606,0.0020102692285239865,0.009037831673136765,0.010351015431738775,0.002848612194617406,0.007186417823542124,0.012571334050119898,0.021592970612751117
2020-07-21,0.008500471345447513,-0.0061940739456108895,-0.0006419092797901316,-0.000990671614886196,0.002988526885808307,0.0014239351938236666,-0.0003438494216848609,0.007568694550620814,-0.0019240405939828786,0.010100091653143739,0.007827920835178359,0.012585170340681406,0.01652783742286945
2020-07-22,0.007060321513167933,0.008099053392675248,0.004466383396106499,0.003497021454013094,0.0005930417889665751,0.0018537149976536327,0.0010767403862157465,0.004705769979288288,0.004458522321296732,0.005747082068739751,0.00855649221053878,0.012666244458517939,0.017953870946307626
2020-07-23,-0.018968336524994855,0.0006663549931418267,-0.01553371342581833,-0.008738129046332643,-0.01193531114964319,-0.01218845616735098,-0.01290118713606192,-0.021236203194098913,-0.008677964208604338,-0.012319859824193036,0.007907969254169922,0.011022514071294509,0.018141120575996927
2020-07-24,-0.003641342067483677,-0.0070002675220512955,-0.0037183610775995968,-0.007870690213384268,-0.004082963982721455,-0.005629665569886644,-0.007216715385271577,-0.004594460118306887,-0.0033517023600775353,-0.006190400054688405,0.008600480571997915,0.019407716693729204,0.018733150579406832
2020-07-27,0.010700786776766558,-0.0024277479856734674,0.0009835389547252493,0.0061349278611084745,0.0013114416918014182,0.0032567868653960996,0.0036892243849622197,0.0109990353366487,0.004253818819597965,0.007395138795039502,0.007655241254999945,0.005246196507532108,0.012943658358119503
2020-07-28,-0.009274478265255293,0.004178033602471931,-0.0035859213014935998,-0.0034167647962639602,-0.005986239338540811,-0.005604711646441496,-0.003646944497800675,-0.007724749893621041,-0.005639671113768729,-0.006473392152297919,0.00791778615563321,0.010884962349958949,0.013708885305234508
2020-07-29,0.02095250667517834,0.007469468685138869,0.009363666026893869,0.013766532233075779,0.009648398299047622,0.01012022049042649,0.010389043034449763,0.01289401783830435,0.010679734619389203,0.01242838167815008,0.01064145713720066,0.013865329301570917,0.014843174490358768
2020-07-30,-0.002766190032558735,0.005702602699828807,0.005658951860226802,0.008740956343844752,0.004084422963009038,0.0036723816999761905,0.0033951905227975754,0.0066733152275482155,0.0037886322518010385,-0.003750251937389204,0.008745356215849487,0.009456608714628612,0.015725608994321627
2020-07-31,0.005795712680043863,-0.005005330580961198,0.0019082668678416237,-0.014596706154199723,-0.00011550952232775025,0.004059869204900313,-0.001428289890957224,0.004777483983421371,-0.00433043607773731,0.007670504990141325,0.009182774668303528,0.012034301361965927,0.015225375281316511
2020-08-04,0.01136026018925862,0.0012355638464431884,0.003867636268644503,0.002250781259203638,0.002363994552977422,0.0052034770054441015,0.00593135593321259,0.00912282303467693,0.0031656528403518625,0.010818891178032697,0.00840779853777418,0.011621433542101656,0.010941400631761411
2020-08-05,0.011242921113878035,0.004356925037768189,-0.001433683030709898,0.0020889391414560254,0.003751226940526653,0.0030596410870198376,0.006669429676642746,-0.0023175355690712163,-0.0033099722855174374,0.006429743053199433,0.00908956646661574,0.010318497626745637,0.011137071519398356
2020-08-06,0.01109273310327663,0.0019015375790616407,0.009888512602518551,0.004638352260697198,0.008656565697130914,0.008018018646817282,0.006899891701420913,0.013535477053933986,0.005332024664001178,0.00642769555966427,0.008262593469757107,0.008374753183087114,0.011297440312954432
2020-08-10,-0.011075330930880645,0.01081616419361775,0.005297873681760379,0.006588104920498328,0.004355202064002084,0.00758365683205886,0.00449783453719399,-0.01707798429062224,0.002712919801100888,0.0033769837483295095,0.0027816051802544983,0.0051057622173595885,0.008269093120142568
2020-08-11,-0.010280359687104279,-0.011455646216888993,-0.00978486726505845,-0.006029616395256454,-0.009740089494077231,-0.010863000147984248,-0.00703797785189042,-0.017869295205571123,-0.006642816945868768,-0.007969132154236114,0.008515195107633433,0.011413115186700074,0.010890430199251178
2020-08-12,0.01837411911272291,0.002917980526254027,0.00911266464414262,0.009021609397916963,0.01229723048693443,0.009490394400649249,0.006926058176163652,0.013113462915037788,0.005735404911121789,0.013996549490237653,0.009703397148467685,0.012588872219685632,0.011018435572764051
2020-08-13,0.004494470226831471,-0.005182113491572271,-0.0032903042583569686,-0.0035455651082521022,-0.006220017642826647,-0.004418841000539242,-0.004993999462108212,0.0026990806794504607,0.0009976875082211567,-0.002047174350497949,0.007367567499081407,0.006763720690543762,0.010040427058080947
2020-08-14,-0.002509997793616492,0.000556471303182704,0.0024683602611836886,-0.0005156883652815969,0.0019487879719952694,0.002946532592299933,0.0032197492688255114,-0.0011731485574487666,0.0015718276654763663,-0.00017188262276812694,0.00770986749844349,0.008893723206859105,0.010973991693457918
2020-08-18,0.015600120764847736,-0.009408729722585885,0.002232329672019029,-0.003353654636258474,-0.0001892825289517841,-0.0021384482111539427,-0.0011992946148134953,0.013333701485336968,0.002412645810131009,0.00501947348694487,0.007255473913525101,0.008633093525179936,0.007419515752074446
2020-08-19,-0.004245339055550246,-0.003930190565771263,-0.0005611160444893848,-0.0009835430080618046,-0.0022672160540527786,-0.0007367053356541753,0.0007282449286616366,-0.006554449123460038,-0.005355065093455624,-0.0044043954214108005,0.008620636986259589,0.015753891955591293,0.00828442411369723
2020-08-20,0.007513823161082511,-0.007386907157110545,-0.0002763756196955125,-0.00347183305313159,-0.001290416919310311,0.0004915305433539352,0.003116417124781945,0.014285169671483189,0.00698505493170698,0.0031586327691348615,0.006838776894747101,0.0067167368870977295,0.007992321945982095
2020-08-21,0.006105887705250668,0.002134767217617517,0.0037351451665239566,0.0023398765970981117,0.0035294258347629004,0.00399438543013253,0.0022871664012054094,-0.0017387385280630552,-0.0016454526451179508,0.0034411070444764214,0.006732163376790501,0.004609692484988104,0.00840511508137376
2020-08-24,0.002561365627402168,0.0055429268848044,0.009820331379393643,0.00980499546069602,0.01063139114716738,0.013544223826544632,0.01024394377133686,0.0037113173029776902,0.008017253955223236,0.010043718303008653,0.0020183725169875544,0.005390189854464822,0.006102983046523347
2020-08-25,0.00715169210567268,-0.003737034389007965,-0.0009380757151505881,0.0027228099688925145,0.00218725957922139,-6.091908578220728e-05,0.0017885403851793935,0.00978027626040534,0.0028966767217972755,0.0035963511532906,0.006734046512177461,0.007922797402752035,0.0064691542562886895
2020-08-26,0.012510574846454015,-0.005218312097893696,0.005841594876717204,0.0016394911665169598,0.010061951793482127,0.007787793712990654,0.012693407408842061,0.020234685811564734,0.0018706109455186581,0.010195626139483993,0.007627809821098452,0.007446808510638281,0.007734758046069379
2020-08-27,-0.0020450327136450897,0.006468428726722042,0.0014785648329567191,0.0008184525987260383,0.0008467711367798891,-0.0006581424103517808,0.0007062159237707366,-0.002435992786100183,0.001914564426426013,0.0016730440109038458,0.0065684887235120115,0.007919746568109787,0.007637300345653131
2020-08-28,0.010165584799543215,0.001070427172711108,0.0030590378555934716,0.0068997357143574245,0.004354867182194244,0.004849319951865105,0.0008726935094844901,0.003113000360551732,0.0018797865666519975,0.00673256535528588,0.005900831323001121,0.007159071066876299,0.007923753269632794
2020-08-31,0.0008943586635001832,-0.004298415629460428,-0.00684368395228796,-0.008679738344416377,-0.008243884117854372,-0.00696535739711468,-0.010027789321869873,-0.006577884720349592,-0.009897742051218072,-0.0021949627140287475,0.00216683488147984,0.0056195882791445495,0.005332240436974667
2020-09-01,0.014338481630544297,0.003971766837193691,0.009306474455245128,0.009728551972806754,0.011143499119451006,0.010709295790916284,0.011309213744575386,0.014772338440341537,0.006446486997055523,0.007525003016613407,0.005769526204687292,0.006728630894679899,0.007063361067640717
2020-09-02,0.012058778664768344,0.017441322454291974,0.012507851079839538,0.01688641960955639,0.012631844726119112,0.01371651180887934,0.00989785587474068,0.015015347557436609,0.01903929401108817,0.015365910154807594,0.005855231522077231,0.0075332766921552,0.005091918366587844
2020-09-03,-0.0446965336151709,-0.014422225725187365,-0.02763781754763217,-0.031915394490555804,-0.029445052953233075,-0.028563166958006203,-0.023461234192880043,-0.039967614809651275,-0.026267760775271154,-0.03512584371534122,0.006029246344206873,0.005959073532718628,0.007372944691103278
2020-09-04,-0.020317752709715142,-0.01027338781201348,-0.016047499073677418,-0.013959712922073209,-0.015019753339361008,-0.014543051365486503,-0.015155225330413136,-0.0211694654249468,-0.011730123170732076,-0.008133027264274895,0.005584999329129259,0.006594389180730964,0.00846181989147543
2020-09-08,-0.030636331826002006,-0.0005560160017751281,-0.011485897371819265,-0.014836505787560461,-0.01479361354481401,-0.015247409351115349,-0.014668809932930515,-0.02865680694308015,-0.016417531427663223,-0.027756342102360998,0.001912098569507803,0.0018175809649703112,0.003566410772830597
2020-09-09,0.02854459363200723,0.007736888809372289,0.015671478591381183,0.015112941478946595,0.016079387091382014,0.01509914810846702,0.013140083635955646,0.025301567165573635,0.01882025145890487,0.02014498633677464,0.005983841428202075,0.007367089999450238,0.004899091240556652
2020-09-10,-0.017045194912987838,-0.00619125161025913,-0.01431869861957924,-0.012014812017601795,-0.012547197442642544,-0.015290280564726033,-0.01330238746427903,-0.017113997143769932,-0.014346617110369109,-0.01758479659017942,0.00634734925728897,0.007094908039076531,0.005926144320778315
2020-09-11,-0.003451140611117065,-0.0002563940821050936,-0.00032663004526034545,0.005075909207664209,9.112499293228993e-05,0.0005402840939539022,0.00028093852977084666,-0.003934560209861826,0.004517639256273798,0.0005330721905940639,0.005514146638271988,0.005202406112827074,0.0070434464574054
2020-09-14,0.017521078663182088,0.00957371255694528,0.011545001798373145,0.013835476362032306,0.011515923739355838,0.011744354440397453,0.012118326663854928,0.011620065226210619,0.009336948834300474,0.012741829089357504,0.0021846953235711286,0.002995934089450092,0.005191143944304422
2020-09-15,0.010865556192506398,0.0006773806773630042,0.008120892016863612,0.0066936339960954605,0.010052438658544993,0.0064866986124594295,0.004462923999219548,0.013775748911278196,0.005773057210996857,0.005219359577689042,0.005538207741707435,0.005280563260080973,0.005349852478333306
2020-09-17,-0.02149269710746715,-0.012370189346154081,-0.015300220430677691,-0.008659310119998542,-0.01604118098134788,-0.015084970156453603,-0.018440956790051866,-0.022315433425817655,-0.006394865812783035,-0.012992456203883118,0.004657883732870349,0.005063024102104352,0.006636721682730329
2020-09-18,-0.008241066265888719,-0.004030865171906539,-0.004551513739011193,-0.007435119353336073,-0.006545866795450994,-0.00832160386185088,-0.004532153051361565,-0.012332915413871604,-0.010339663409145272,-0.011182581807410497,0.004746927141780821,0.005562260586660983,0.007083487990520165
2020-09-21,-0.005563159931534778,0.00020647699549303233,-0.0015891027292728177,-0.008276634090204738,-0.0032897355286765073,-0.0033005087072085493,-0.002822177773683432,0.00823319052869631,-0.004866402139165782,-0.011571097930805796,0.0014652052851675812,0.0037342461490585954,0.005803868030100912
2020-09-22,0.01656067664124672,0.002829389332354104,0.01072263004242191,0.009613412292384993,0.010479940719081648,0.010096493888501312,0.010390433388893783,0.021247270127881857,0.012538710235650674,0.010517945160813724,0.004472490797290396,-0.0014984756885237926,0.007217908003131379
2020-09-23,-0.027520750832562668,-0.006440376749117904,-0.016982743995491045,-0.013288673528558004,-0.017337804655998768,-0.017869154664814757,-0.01738452101828758,-0.024137261102396,-0.0161301583473209,-0.023721455093028143,0.0059920589668363,0.006623887393914396,0.005778179523815874
2020-09-24,0.003815125955461962,-0.0005566948378016301,0.0025927447603752984,-0.0020148518336031707,0.00047063832347249424,0.00096538722900541,0.0028220698062393357,0.0065790936729932525,0.0047935235588523195,0.0029874591429570607,0.004833108337884751,0.0052950853382685015,0.006303948312889052
2020-09-25,0.022676823148611636,0.01571341928049108,0.01674594265855478,0.01880778249294779,0.01915841162822529,0.018294104913830544,0.014469290745179997,0.020077313028164845,0.012733031710125964,0.0159767237756141,0.004343233375722955,0.018614165175147024,0.007989817528397447
2020-09-28,0.015422705041252316,0.009008464779924896,0.011314882184965347,0.015227357521528928,0.014943375729146169,0.014981254792876486,0.014234855243752342,0.013297218153687673,0.012494444198544619,0.016110590199083896,0.0012484394506866447,0.0035411471321695753,0.0050135692046444635
2020-09-29,-0.0009504876400627804,-0.0032484948699368354,-0.0032919460461316996,-0.0006677875491128971,-0.0032728811012692205,-0.0038264874901554613,-0.0022976593506170984,0.0016408704127977014,-0.0019965817445852796,-0.0048126645432444715,0.003669687569693547,0.00626211420903533,0.005184570044928893
