Date,FID US Stocks,FID US Equity,NEI US Equity RS,AIM US Companies,CIBC US Equity,Scotia US Equity,BMO US Equity,Sunlife US Growth,Mawer US Equity,S&P500
2018-01-30,1.0780246702022498,1.029124002841244,1.0330180288508244,1.044063094960845,1.0379877754262803,1.0319707229009565,1.0278997768017848,1.0567628254939685,1.0478793243746178,1.0469691374001788
2018-01-31,1.0845216824765407,1.0263058336906354,1.0280352365010292,1.0445534606119469,1.0395881920049101,1.0298055526919887,1.025033198230654,1.056393123069516,1.0442369356734496,1.0474810899944373
2018-02-02,1.0494588626422483,1.017284025479612,1.0192607596926069,1.0346760667223305,1.0273381500533196,1.01764470716615,1.012438577183111,1.045220959779366,1.0342073513054344,1.0246010745480134
2018-02-05,1.0046655113643272,0.9975570202999405,0.9897880982902018,0.9990192686977959,0.9976318981526309,0.9839569970607234,0.9809342277141474,1.0116305717321423,1.0002910075716642,0.9826137167794565
2018-02-06,1.0313319633495686,1.0059411406009722,1.0011176013688405,1.014851198075522,1.0129525924396985,1.0012227287241926,0.9949337848906223,1.0357493712308756,1.020303917878673,0.9997514045867254
2018-02-07,1.0260182386726024,1.0055613004111075,1.002249450697956,1.0114185717104984,1.0081186865740097,1.0001054770100342,0.995224692337799,1.0273647487081217,1.0180550012721072,0.9947510595417255
2018-02-08,0.9815867310202998,0.9791663871751213,0.9726211411234562,0.9770227616511615,0.9754301668630626,0.965831168896476,0.9624786234792821,0.9916375187248673,0.9824850448601633,0.9574116662159644
2018-02-09,1.0014546343765685,0.986861214247218,0.9828924093344003,0.9899124303149658,0.9885362786086117,0.978420396915394,0.9717667521817714,1.0112682732280727,0.9976298022031632,0.9717116532292313
2018-02-12,1.0143733287464354,0.996961457355672,0.9938909711539252,1.0063047394040603,1.0040244243003853,0.9933264104878589,0.9867029108879904,1.024961718205944,1.0117382866298426,0.9852326173845801
2018-02-13,1.0214281293669318,0.9990856825380301,0.9961376154354632,1.0061646444762182,1.0056109975196434,0.9952148135483265,0.9878949615019615,1.0266475556203654,1.0144876353321883,0.987806960997598
2018-02-14,1.0416729711365385,1.0031698365926967,0.9997283173029391,1.017513135319141,1.0125478516570465,1.0019378729096313,0.9958207176447846,1.0398234313067087,1.0291495387824363,1.0010460025585852
2018-02-15,1.0565889934414594,1.0089467703209136,1.0089781578768986,1.027110339353073,1.024104660766261,1.0122662596771068,1.0061660333784994,1.0544189558413266,1.0382399088288419,1.0131277396437137
2018-02-16,1.0548403701040694,1.0161539852632382,1.0158370396019898,1.0306830606459387,1.0287152980923417,1.0184521280206777,1.0108633191084841,1.0542784223811066,1.0405725952450542,1.0135061118246462
2018-02-20,1.0488634092066857,1.0158210102157068,1.0160859471504295,1.0378984504846271,1.032293096574027,1.0196418558925062,1.0126442898231245,1.058810890898932,1.0433153836611024,1.0075858279060435
2018-02-21,1.0443712722613088,1.0163227534380144,1.0141052647940243,1.0397198181611933,1.0331491663679853,1.0176645076775694,1.0130913088033637,1.0605188695609744,1.0443979150064446,1.0020476292510487
2018-02-22,1.0475368648859091,1.0166650299641768,1.0163265433887092,1.0453240161187336,1.0373130891358833,1.0208941910956784,1.0135951017655012,1.0634912262838327,1.0434961279592254,1.0030231738017918
2018-02-26,1.0752660618065437,1.0302352612257668,1.0366795387633032,1.0700525412765627,1.0622691165034948,1.0462341313044197,1.0370246887648955,1.0947525525191806,1.0703372870272443,1.0310815811356553
2018-02-27,1.0625810491265626,1.022756156908074,1.030338440867295,1.0647986140422823,1.057142104124958,1.039870309793144,1.0321783967081644,1.0843197940779357,1.061756264337485,1.0179797425076773
2018-03-01,1.0368491801409818,1.0089702923293746,1.0161284751530686,1.033485159624709,1.0359220089980068,1.0192035417143344,1.0092597078772239,1.0685708092611905,1.0443670480183522,0.9932709885620742
2018-03-02,1.0438964333676186,1.020378824182199,1.026379882570902,1.0557618565270277,1.0482185504387687,1.031107294885559,1.016440432386315,1.0816210298416071,1.05346406245729,0.9983084644338289
2018-03-05,1.0579004429745165,1.0364905056051248,1.0424235175968786,1.0725744503996484,1.0663773108759738,1.049536353738965,1.03245516141134,1.0994402918244643,1.0713471505859054,1.009321829901327
2018-03-06,1.0605158665267125,1.0316279787761724,1.0358787386323944,1.069492161565194,1.0605896330453772,1.044586351601767,1.0293118181370335,1.0980798038257258,1.0687388480389584,1.0119852874985567
2018-03-07,1.063794526299326,1.033949055443789,1.0360061067621251,1.0755867251738362,1.0641301609441391,1.044464405594933,1.0279353028333664,1.1101761879202432,1.078924954109536,1.0114956134003512
2018-03-08,1.070208589121101,1.0270373413225882,1.0396420351095648,1.0846234826890908,1.0695736183195925,1.0496384992343804,1.0325899573254538,1.1140062006775506,1.0817206453471384,1.0160099974298211
2018-03-09,1.0903705533181334,1.0342491175669337,1.0487278082621763,1.0956917836763291,1.080432580133307,1.0609688547384197,1.0412039711201102,1.1265758010548261,1.0918274392385026,1.0336670639966994
2018-03-12,1.0883656061092781,1.032017120444668,1.0459293793372626,1.0954816078809113,1.0819213624421327,1.0608469087315857,1.0422683310262835,1.125030497100625,1.0891111442863486,1.0323501875287866
2018-03-13,1.0787105486042468,1.037850399668438,1.052222228458703,1.099054329173777,1.0844941862771318,1.0657770474985984,1.0451845783729965,1.1229749572617513,1.0902862765959689,1.0257807480829162
2018-03-14,1.0803988646707003,1.0315295083148959,1.0448512836764572,1.0929597655651349,1.0806790984175005,1.0573139946243184,1.0394443160244187,1.1228344943150588,1.0861347087506235,1.019908643676103
2018-03-15,1.0819741135891408,1.0396228679714137,1.0520666882257015,1.1004553452595074,1.0888536021264117,1.0649926958113434,1.0467030624657254,1.1321582159964736,1.0966272979400284,1.0191111459677995
2018-03-16,1.0840242014012713,1.046328250254136,1.0577172997438389,1.1090718179912356,1.0926592836008289,1.0702822610046845,1.0503927622714353,1.1363209115763189,1.1007744922611755,1.0208471479630834
2018-03-19,1.0701181641546669,1.0357449563179308,1.0449135645331138,1.0941506726627568,1.071667248945576,1.0530329983380144,1.034484476003891,1.117052455577183,1.0878213751789891,1.0063468356113237
2018-03-20,1.0824489524828307,1.0350416214337548,1.0446476026079812,1.1027670785871755,1.0771525026175937,1.0558375679188974,1.0365422114217069,1.123729169951422,1.0876824316794549,1.0078380458390008
2018-03-21,1.077655351062713,1.018193692202266,1.027118401845154,1.0865149312332325,1.0567419777954299,1.0386344435867718,1.0249125450605416,1.1074995649315358,1.0734659548475685,1.0059796026784176
2018-03-22,1.0469037463609885,1.0016318728759759,1.0044055340804734,1.058844145361482,1.0341308025306024,1.0148764070934864,0.998978271331724,1.078205072517522,1.0439437413396866,0.9806662501976527
2018-03-23,1.0199885178981418,0.9843524981356794,0.9818002815915059,1.029982519199419,1.007876694003457,0.9896089430424149,0.9776773364760449,1.0499234364118883,1.019728463021643,0.9601047379116056
2018-03-26,1.0544710509645323,0.9997749757669648,1.0054354889058041,1.0617863392680942,1.0357778073378865,1.0154300671080194,0.9997233029654559,1.0859094510409069,1.041214157602468,0.986178547836911
2018-03-27,1.0225662763609806,0.9950108299619943,0.9938173566925044,1.0399299939566111,1.01610701484727,1.0005932610373713,0.9866674525250413,1.0523486786752148,1.0228680646524628,0.9691410226988884
2018-03-28,1.0092255029745003,0.9961736936654603,0.9975099530637648,1.036147163675637,1.0154370317494794,0.9999571931800758,0.9869015859903194,1.0456719643009758,1.0247003189728952,0.9663143705899208
2018-03-29,1.0276839844374182,1.0004126636769566,1.0039415039197002,1.0485464666883393,1.0278266609080666,1.0108491716471768,1.0002412386715942,1.0661160218298602,1.040729116947617,0.979620247639067
2018-04-02,1.0067457168719551,0.986678314979906,0.9876234877193376,1.025849418195185,1.0097609881886869,0.9917906451069485,0.9817714916927279,1.041198656632686,1.020288526437744,0.9577380552394393
2018-04-04,1.0259654787955257,0.9933836972626283,1.0001527338165837,1.0415411858377595,1.018572818865589,1.0034933759431963,0.9921735814083409,1.0564300721579032,1.0327213623527882,0.9810371962132342
2018-04-05,1.0312565612909128,0.9983307423349106,1.003449193716563,1.0413310100423416,1.0247839615097825,1.0091189841017612,1.0004824773431884,1.0613469804274194,1.0370956435073144,0.9877699207338345
2018-04-06,1.0056604016349244,0.9826175934964059,0.9845420424925985,1.0167425798123548,1.0033358946506161,0.987980963851181,0.9816721541415635,1.0351208841606594,1.0139232824981237,0.9661177583341036
2018-04-09,1.010732897228145,0.9775580363076061,0.9818341744667052,1.018353771693503,1.0011491763068072,0.9868538433106961,0.9817360333297781,1.0364074739826241,1.0126996208911478,0.969341257474389
2018-04-10,1.027872381764146,0.9772672756630923,0.9865539192468785,1.028161151522853,1.0096074688828356,0.9951752753842561,0.9872776205760275,1.0463744200614937,1.0201562273307416,0.9855553838883717
2018-04-11,1.0220160354086352,0.9688082069092454,0.9780567379683529,1.020805599949013,1.001298081159535,0.9871208044916365,0.9792383841380393,1.0366514507876223,1.0114935374872003,0.9801098311742803
2018-04-12,1.0364798610014452,0.9713027919282481,0.9848617580860412,1.0360070019404857,1.0100959797375824,0.9964836177482989,0.987902066708278,1.0486443210238343,1.0197615167718348,0.9881964724265564
2018-04-13,1.0266664519852422,0.9707494433869972,0.982482132841937,1.0313835352851495,1.0075091350642453,0.995181875554729,0.9861565543565873,1.0442006290370762,1.017642712510172,0.9853439193018525
2018-04-16,1.0344674382786718,0.9773564446457377,0.9888769844062552,1.0326445232503472,1.0110171843121738,1.0003032306891588,0.9921381230453911,1.04874783488214,1.0258180908305283,0.9933341109675577
2018-04-17,1.055021220036937,0.9824815593714273,0.9958744599267483,1.0404203596077133,1.0263239465003866,1.009145321924887,0.9977862207177525,1.068304620695044,1.033179909543745,1.0039245472620173
2018-04-18,1.0593249596555865,0.9885446030048425,1.0024447125171787,1.0482662100253457,1.0337493114925365,1.0163000952938905,1.0044560470583899,1.0722529551514226,1.0428766014352733,1.004759175797076
2018-04-19,1.0569206474916388,0.988460174198807,1.0002432947156044,1.0419614706212856,1.030836881655518,1.0129682663803667,1.003640031030127,1.067476509828599,1.039635567685544,0.9990057994728866
2018-04-20,1.0509587095020332,0.986697096811757,0.9996236163827367,1.0416812807656015,1.0260493865395173,1.011966360502569,1.0036896998057092,1.0673803998906763,1.0411634415430133,0.9904777541971865
2018-04-23,1.048855861812826,0.9988511779517748,1.0080189031574778,1.0472154646628755,1.031185805303268,1.0186696822112211,1.0106646440061555,1.0726152536554923,1.049722512505546,0.9905334504373191
2018-04-24,1.024842498469138,0.9906265243468884,0.9988172034189926,1.0277407999320174,1.013315536925787,1.003671329110901,0.9954872466283421,1.0500122129429559,1.0319187365561444,0.9772795565456299
2018-04-25,1.0216994761461753,0.9952031201452315,1.0033954400482534,1.0297023293437348,1.0168979498605961,1.0071976430476952,0.9992833891915325,1.0526961693385186,1.0371507330909675,0.9790748773007296
2018-04-26,1.037143097221863,0.9957611194257978,1.0138336900360563,1.0463047474209377,1.0388623917722186,1.0206338300852118,1.0098415904402083,1.072363872930111,1.0399486110906688,0.989290745059924
2018-04-30,1.0333971459494191,0.9890087825634477,1.004606516671625,1.030963250501623,1.0275381688483431,1.0104503956330761,0.9985453950954853,1.0633064103283707,1.0262877400444503,0.982283614673305
2018-05-01,1.03782142823,0.9871988400340644,1.007370944782246,1.0318038868759851,1.0352753643842856,1.0141843320753203,1.002653760724801,1.0774878089162385,1.0324170659960599,0.9847875002784804
2018-05-02,1.0311812311121988,0.9837429829734641,1.0000197528540178,1.0262697029787111,1.0333771381002008,1.0084269090835951,0.9966367336730474,1.0649700359816432,1.019896002640936,0.9776912559076496
2018-05-03,1.0345427684573865,0.9710073805444187,0.9957612318181996,1.0248686868929808,1.0300366289964615,1.004274458974598,0.9945293294796494,1.0705154313213758,1.0194991894261645,0.9754878583102133
2018-05-07,1.0507100049043694,0.9811405365772594,1.0085169341325433,1.0410508201866573,1.0509124149287865,1.0233428543411527,1.0143188854489158,1.0888078390734637,1.0317379922580214,0.9914014061534646
2018-05-08,1.0590385899685657,0.9821205010134136,1.0130979771782218,1.0496672929183855,1.0568908826481578,1.0285268168069261,1.0184413938222323,1.0984938592589482,1.037889354043092,0.9911380489724805
2018-05-09,1.0697036325319136,0.9756074089139286,1.013052750698258,1.0545709494294058,1.055755638440206,1.0305140967069557,1.0226064657648148,1.1017841614771062,1.0370449274478597,1.0007344658658113
2018-05-10,1.0791250802270007,0.9743179020014096,1.0137883556169993,1.0570928585524917,1.0581563076778921,1.0326759982600702,1.026211038431993,1.1060651787560232,1.0403543395663064,1.0101119920072716
2018-05-11,1.082207795279027,0.979963541781258,1.0207377982411108,1.0619265010032457,1.0644232674569876,1.0365680873586,1.0307167542659654,1.1047564476864373,1.0418601775903145,1.0118368547545291
2018-05-14,1.0785748392746548,0.9805121501458989,1.0226279196984958,1.0629072323054498,1.0671914956338853,1.038726720255861,1.0349953741723446,1.101695384946039,1.0387778523052469,1.0127308020494035
2018-05-15,1.0737511201590397,0.981712577513067,1.0228514615600826,1.0636077069446603,1.0628972145652382,1.037055871385936,1.0323770718104928,1.1015401141585806,1.041128201030722,1.005801555835978
2018-05-16,1.0772709371354576,0.9791898197462876,1.0208849192248592,1.064168153463338,1.0620784153542033,1.0350883919973255,1.0320719539506837,1.0982868315423369,1.0421908833047022,1.0098856750900504
2018-05-17,1.0751831123540283,0.9819329510067863,1.0201916264305708,1.063677787812236,1.061631789535504,1.0353850225160108,1.0310644356950402,1.0961425856859233,1.040830549066526,1.009021341893588
2018-05-18,1.075627833552221,0.9894589204668123,1.0261365878552977,1.0692819857697762,1.0657632336525689,1.0386641129245173,1.032923428341896,1.102915409998085,1.0466291693037475,1.0063654010247014
2018-05-22,1.0770071377500743,0.9847089057543773,1.0231174234852152,1.070192703011714,1.0629763701842092,1.0386773132654632,1.0340303518173353,1.0953218787398613,1.0400412120549465,1.0106201409558626
2018-05-23,1.0834061776640713,0.9871940998574547,1.026326128902592,1.0747460887994744,1.068815250696584,1.0427671560431166,1.0355133098784828,1.113111525041187,1.050655082434623,1.013903049418956
2018-05-24,1.0841071508537876,0.9938057518555107,1.0301574270083473,1.0790192847315507,1.0720906250196904,1.045502518122183,1.0368260136625669,1.1145311738894612,1.050844741993612,1.011851707085231
2018-05-25,1.079690344087125,1.0011582129641503,1.03577684412861,1.0808406524081169,1.0788785743043658,1.0498329213988848,1.0392030096841927,1.1195072430085131,1.0547075731356275,1.0094665495626796
2018-05-29,1.0695529002945439,0.9980118983799148,1.0316853048696506,1.0676707938886283,1.0741469850627503,1.041330267501767,1.0276301849735572,1.112165162989198,1.046494683434646,0.9977928893198875
2018-05-30,1.0868431170679151,0.9977117468194754,1.033816022565315,1.0699825272162964,1.0716253639095292,1.0431626005425978,1.030730897009966,1.1136290943327147,1.0448631065899334,1.0104606595268004
2018-05-31,1.0817103142037583,0.9951421239103628,1.0320334084445502,1.0679509837443124,1.0777992359707993,1.0426748793740281,1.032206817533429,1.1190562384869034,1.047760229946445,1.003509134817322
2018-06-01,1.0967318562628325,0.998180666554691,1.0417132783649905,1.0839930221101468,1.0907192610201806,1.0539953031929747,1.040877605309984,1.133045417198926,1.0582484456116519,1.0143964365998372
2018-06-04,1.100523091898435,1.0007174659767113,1.0474120307186023,1.0767075514038826,1.0979678569618934,1.0564142342419367,1.044191202861354,1.1388053146891803,1.064316037587076,1.018940525290711
2018-06-05,1.1024676599564123,1.0043374404727723,1.0530485022155578,1.0820315595057386,1.1043231125267243,1.0609424540565286,1.0468875271554212,1.1489275315555083,1.0734923642052272,1.0196564257431457
2018-06-06,1.1131553447013394,1.0109397015549026,1.0600007512560872,1.091278492816411,1.1095572334614243,1.0681664349273488,1.0554518721744957,1.1489940258118994,1.077641829394708,1.0283922225226896
2018-06-07,1.1028746441853061,1.014925385148293,1.0603827477061862,1.0867250402213413,1.108929135399681,1.06937256893721,1.0557073212587227,1.1446982006922168,1.0819565633351484,1.0276577566568776
2018-06-08,1.108331553705783,1.0153755230516572,1.0611184605640205,1.086374836305391,1.1067424170558722,1.068723363597735,1.053635443096906,1.148328589653296,1.084496487513378,1.0308701165491367
2018-06-11,1.11234885175747,1.0193800779141928,1.0655466618540221,1.0859544847145552,1.1147074955845468,1.0745895951141147,1.0582049704504615,1.151870272596835,1.087289991988881,1.031971815347855
2018-06-12,1.118099750238769,1.0269341306847009,1.0713812015866182,1.0886164887654832,1.1216676882060186,1.0788737971975055,1.0603832913697588,1.1567058787691944,1.0910270843101921,1.033770939748622
2018-06-13,1.1169314855492225,1.0214151341139057,1.066138060144526,1.0821015735660053,1.1157124702312329,1.071649942044218,1.0543308059550558,1.1558999091503708,1.0859957652510885,1.0296088457583643
2018-06-14,1.1217401817570596,1.0285237891576593,1.0754840744503418,1.090648032237467,1.1314193587489738,1.0837711236884524,1.0659036983343226,1.169926107464308,1.0967000498329438,1.0321535752729702
2018-06-15,1.1186951317943905,1.0422205741910078,1.0838737483922474,1.0965324200506914,1.138807541897683,1.0908040139093884,1.0704093464996636,1.1820742484879783,1.1082025025810098,1.031103769068717
2018-06-18,1.124837919716864,1.0434912992716756,1.0824872707427635,1.0954115938206452,1.13968215824362,1.089403269158724,1.068756066492821,1.185320127183839,1.1100522509982356,1.0289115107193072
2018-06-19,1.1175419618925635,1.0493339694113712,1.088013320547588,1.095972040339323,1.1414780679036316,1.0911861952091568,1.069231506298325,1.1855271549004502,1.1088528960930548,1.0247717857880945
2018-06-20,1.1247701369320093,1.0515097104753781,1.0887490334054222,1.1007356019225012,1.149396646943135,1.0958001543811309,1.0753124125382931,1.192617995221439,1.111738917426601,1.026526353196756
2018-06-21,1.1158310755244722,1.049268322437187,1.0824731307215814,1.0902276806466313,1.1406684975988444,1.0882794801328588,1.0668757582270163,1.183826650672318,1.1089873819621558,1.0200125194280258
2018-06-22,1.1118815602576397,1.0505484384337807,1.0838114675355905,1.0857443089191372,1.1373652590780285,1.087511597442403,1.069678525278564,1.1844181181406201,1.1128634177830012,1.0219117159350475
2018-06-25,1.0859386517637524,1.049985698976604,1.0733109366911313,1.0706129877952406,1.1193507003009437,1.074813623757597,1.0539192453377662,1.1564766392914347,1.0995552882846318,1.0078863159137832
2018-06-26,1.0903630059242748,1.0504030133928763,1.0743862259355188,1.0734851676415864,1.1251337636784162,1.077951030506617,1.0575663815742102,1.1627244903916856,1.096651520535588,1.010108278924597
2018-06-27,1.0756654986415788,1.048377348109089,1.066737877684283,1.0635376928843943,1.1181969095410134,1.0737096981019172,1.0518473671759496,1.1450087422671338,1.0852880112870562,1.001416948574167
2018-06-28,1.0837830441974685,1.0472801313798072,1.0641941850188308,1.061576230279986,1.1164336560108015,1.0714554570209476,1.0514358065586602,1.1545172799040113,1.0917701628927494,1.0076043933194214
2018-06-29,1.0863230656910086,1.0383380117982093,1.0558554583288176,1.0558318705872942,1.1099061571091744,1.0636646157946485,1.0457096869540832,1.1485208095291417,1.0873957976319886,1.0083685638466375
2018-07-03,1.0833836073624343,1.0410671014034671,1.0541208771044341,1.050718038280856,1.1024667712786869,1.060273385346868,1.0430417158166492,1.145762954956805,1.087351725965066,1.0064581375285973
2018-07-05,1.0945536783949115,1.0476411897378208,1.0621088017422229,1.061716325207828,1.1145912468616188,1.0692902239532138,1.0477957755285325,1.1542658991786303,1.0955844647374093,1.015134615548325
2018-07-06,1.1069296792062921,1.0510360505635525,1.0678074461567417,1.0674606180932105,1.1258968344940326,1.0756936464873272,1.05377023901102,1.1643733082041925,1.1014470057129153,1.0237442580798939
2018-07-09,1.1187629864591866,1.05207710067187,1.078158049601035,1.079299474587235,1.1376071629090982,1.0864142090984301,1.0667764206758523,1.1729280093551706,1.1129582055093783,1.0327767392215093
2018-07-10,1.1184388798028668,1.0548483152428512,1.0817374178637467,1.0844133068936734,1.1393006672055535,1.0901646145374735,1.0710408301695988,1.1760112838567174,1.1153945108065992,1.0363638487750173
2018-07-11,1.1159064057031864,1.060644030802919,1.0850225441589618,1.0804903816848572,1.14233413769759,1.0900788751800912,1.070231987016284,1.1741923874159863,1.1128920980089947,1.0290116733885533
2018-07-13,1.1328122804292429,1.0633449476604002,1.0924246833390823,1.0915586826720955,1.1574687452884895,1.0965713057274402,1.079981277443013,1.1949691982809363,1.1284028015786736,1.0391348046438524
2018-07-16,1.1288854073439898,1.0592560534291235,1.0893517653006897,1.0901576665863653,1.1534070504051817,1.0940798356620418,1.079626490807622,1.186192661572581,1.1226945955436307,1.0380664330262217
2018-07-17,1.134372434559964,1.0649251257801384,1.097234881079183,1.102977254382594,1.163851953790513,1.1024605435523256,1.0841179962289622,1.1996273219046887,1.1344770379466298,1.0421913961897247
2018-07-19,1.1357743809393965,1.0817261898692938,1.1054774340373401,1.1066900706033018,1.1683695033987682,1.1068304849930988,1.0907594694129663,1.2015792773717293,1.1397574796725738,1.0403143876157641
2018-07-20,1.1375154568829269,1.0685498404528095,1.0946741340370378,1.0977233271483138,1.155630950592431,1.0937271979824856,1.0800309462185955,1.190865593037099,1.128883468709326,1.0393277038169944
2018-07-23,1.1444571903554104,1.0721041679746863,1.0991448633296783,1.1000350604759817,1.1603625398340465,1.0993890127905024,1.0845011360209869,1.194813927493478,1.1303253859950495,1.0412380395720424
2018-07-24,1.1438165244366305,1.0649158243015073,1.099654119970415,1.1008056159827677,1.1689743517159261,1.1038150242509126,1.0872116707276867,1.198932340578081,1.134854002090039,1.0462161061209894
2018-07-25,1.1619358044555093,1.0602547996971288,1.1003643592023031,1.1015762382968632,1.1714075883439288,1.1030800795540554,1.0892409853202376,1.2152062986067371,1.1400154334940453,1.0557383519238024
2018-07-26,1.148338779077505,1.0686108366876783,1.1013150867333779,1.1113135372586376,1.1565940402030697,1.1033997792400132,1.0894042020596164,1.1953611124665375,1.1400816251006636,1.0525370407165777
2018-07-27,1.13064157807524,1.0602126747314056,1.0915446559139172,1.1037478098893798,1.1428552159426535,1.0952430999932121,1.0819325701033486,1.1760630407858703,1.1288239214952396,1.0456300729992052
2018-07-30,1.1070050093850068,1.0510267490849214,1.0800792575172014,1.0908581412255756,1.1251896695528019,1.085801210408407,1.0769798352891369,1.1481511776182165,1.1133638498787808,1.0396133394940317
2018-07-31,1.1075250607619138,1.0611129505381343,1.0835568392152215,1.0978634220761554,1.1289814189283642,1.0891627715184424,1.0810597800931874,1.1556707401861388,1.1186818870915842,1.044691568712225
2018-08-01,1.110539921149144,1.040837336993822,1.0812620540982092,1.095621769616063,1.1348901374139786,1.0874885911338976,1.0813365447963628,1.155397147699609,1.1172178498661647,1.0436047222442089
2018-08-02,1.125757479808747,1.0499247921790298,1.087919953232149,1.0984238685948333,1.1471354761729622,1.0945180869814475,1.0853242572555653,1.1691867026154033,1.1167261648187814,1.0487459833048933
2018-08-03,1.1228707813572496,1.0500091315477704,1.0889301552034623,1.0970928665693693,1.145846712659159,1.097151366423865,1.086040868064032,1.1662144164060722,1.1195946079492995,1.0536165515822349
2018-08-07,1.1325484810438604,1.0597624473907465,1.1017508368517872,1.1094220887144959,1.1608743004333786,1.1099745547713584,1.093597694827463,1.1805658936221641,1.1300189028762218,1.0603306201264655
2018-08-08,1.1336564384624706,1.0546888485467056,1.1002116253857197,1.105429082638104,1.15921336352724,1.106883286356883,1.0901563388996638,1.1842924630346934,1.1336413583997935,1.0600524106147793
2018-08-09,1.1331966224765584,1.0568317661236204,1.1029222998280308,1.1019264422128139,1.1608325041368146,1.106935962003134,1.0920153315465198,1.1824144057444266,1.131793796744667,1.058524160123339
2018-08-10,1.1320736421501703,1.0587496594675,1.1054887676421044,1.0991944241016196,1.161088340066739,1.106906292665389,1.088872055940845,1.1808616978698425,1.1315556078883224,1.0509939378944353
2018-08-13,1.1295637383521275,1.0585527185449473,1.1035165045349522,1.0949912422298098,1.1586690355375913,1.102674766228249,1.0845863308281496,1.179663884578945,1.1285946478997608,1.046783664392388
2018-08-14,1.1411483410073584,1.0592326208579568,1.1055509405596677,1.0955516887484877,1.1615907830203405,1.105014620949068,1.0885598328747197,1.1855937196703688,1.1325081109949966,1.0534718319208825
2018-08-15,1.1237978169630507,1.0646391053122346,1.1048661749537256,1.0870052968843353,1.1528859721601186,1.1021310378988087,1.0834936177653427,1.1789170758096572,1.1307751861376092,1.045463165404792
